product_id,product_name,category,subcategory,brand,cost_price,selling_price,supplier,stock_quantity,profit_margin_percentage
PROD-0214,Levi'S Winter Wear Pro,Fashion,Winter Wear,Levi'S,1262.14,2529.0,Vibrant Textiles Corp,593,50.09
PROD-0215,Biba Ethnic Wear Series 5,Fashion,Ethnic Wear,Biba,1418.28,2459.0,Royal Garments Supply,555,42.32
PROD-0216,Jaico Self-Help Prime,Books,Self-Help,Jaico,180.35,239.0,National Book Depot,274,24.54
PROD-0217,Decathlon Cycling Max,Sports,Cycling,Decathlon,2910.25,4079.0,Action Sports Distribution,589,28.65
PROD-0218,Sony Smartphones Plus,Electronics,Smartphones,Sony,27772.89,36009.0,Apex Electronics Ltd,427,22.87
PROD-0219,Peter England Women'S Wear Prime,Fashion,Women'S Wear,Peter England,1577.56,2559.0,Royal Garments Supply,418,38.35
PROD-0220,Philips Bedding & Linen Elite,Home & Kitchen,Bedding & Linen,Philips,236.78,369.0,Homecraft Distributors,80,35.83
PROD-0221,Boat Cameras Essentials,Electronics,Cameras,Boat,5680.25,6919.0,Apex Electronics Ltd,34,17.9
PROD-0222,Prestige Cookware Prime,Home & Kitchen,Cookware,Prestige,258.42,399.0,Sterling Kitchenware,439,35.23
PROD-0223,Decathlon Cycling Elite,Sports,Cycling,Decathlon,709.54,1169.0,Fitnation Logistics,40,39.3
PROD-0224,Fabindia Men'S Wear Essentials,Fashion,Men'S Wear,Fabindia,711.28,1429.0,Vibrant Textiles Corp,512,50.23
PROD-0225,Titan Jewelry & Belts Pro,Accessories,Jewelry & Belts,Titan,212.09,359.0,Prism Lifestyle Supply,35,40.92
PROD-0226,Maybelline Makeup Series 5,Beauty,Makeup,Maybelline,1065.03,3019.0,Divine Botanicals,84,64.72
PROD-0227,Milton Storage & Org Pro,Home & Kitchen,Storage & Org,Milton,921.38,1559.0,Urban Living Goods,337,40.9
PROD-0228,Hawkins Small Appliances Classic,Home & Kitchen,Small Appliances,Hawkins,1444.24,2649.0,Sterling Kitchenware,58,45.48
PROD-0229,Puma Sports Outdoor Gear Series 5,Sports,Outdoor Gear,Puma Sports,1229.11,1869.0,Olympus Gear,53,34.24
PROD-0230,L'Oreal Men'S Grooming Premium,Beauty,Men'S Grooming,L'Oreal,366.84,739.0,Divine Botanicals,523,50.36
PROD-0231,Realme Smartwatches Essentials,Electronics,Smartwatches,Realme,1427.62,1759.0,Metro Gadget Hub,244,18.84
PROD-0232,Harpercollins Fiction Premium,Books,Fiction,Harpercollins,187.33,269.0,National Book Depot,464,30.36
PROD-0233,Fabindia Winter Wear Prime,Fashion,Winter Wear,Fabindia,253.93,649.0,Royal Garments Supply,584,60.87
PROD-0234,Penguin Self-Help Prime,Books,Self-Help,Penguin,119.01,179.0,National Book Depot,116,33.51
PROD-0235,Levi'S Women'S Wear Ultra,Fashion,Women'S Wear,Levi'S,3364.08,5919.0,Royal Garments Supply,65,43.16
PROD-0236,Peter England Ethnic Wear Ultra,Fashion,Ethnic Wear,Peter England,869.83,2049.0,Heritage Weaves,269,57.55
PROD-0237,Apple Laptops Prime,Electronics,Laptops,Apple,17470.76,20049.0,Zenith Tech Distribution,202,12.86
PROD-0238,Amul Snacks & Beverages Premium,Grocery,Snacks & Beverages,Amul,63.22,80.0,Bharat Foodworks,131,20.98
PROD-0239,Bombay Dyeing Storage & Org Max,Home & Kitchen,Storage & Org,Bombay Dyeing,766.47,1459.0,Homecraft Distributors,285,47.47
PROD-0240,American Tourister Watches Classic,Accessories,Watches,American Tourister,1173.4,2079.0,Vanguard Leather Works,41,43.56
PROD-0241,Bombay Dyeing Small Appliances Series 5,Home & Kitchen,Small Appliances,Bombay Dyeing,1165.72,1889.0,Homecraft Distributors,486,38.29
PROD-0242,Philips Storage & Org Max,Home & Kitchen,Storage & Org,Philips,213.19,369.0,Homecraft Distributors,435,42.22
PROD-0243,Domyos Fitness Equipment Pro,Sports,Fitness Equipment,Domyos,291.9,459.0,Action Sports Distribution,280,36.41
PROD-0244,Hawkins Cookware Elite,Home & Kitchen,Cookware,Hawkins,2171.32,3089.0,Homecraft Distributors,600,29.71
PROD-0245,Forest Essentials Men'S Grooming Max,Beauty,Men'S Grooming,Forest Essentials,216.92,449.0,Pureglow Cosmetics,100,51.69
PROD-0246,Decathlon Cycling Series 5,Sports,Cycling,Decathlon,2940.46,4049.0,Olympus Gear,530,27.38
PROD-0247,L'Oreal Men'S Grooming Series 5,Beauty,Men'S Grooming,L'Oreal,1847.97,3199.0,Divine Botanicals,46,42.23
PROD-0248,Arihant Fiction Ultra,Books,Fiction,Arihant,425.85,649.0,National Book Depot,326,34.38
PROD-0249,Biba Kids Wear Max,Fashion,Kids Wear,Biba,413.08,1019.0,Vibrant Textiles Corp,477,59.46
PROD-0250,W Footwear Plus,Fashion,Footwear,W,282.46,579.0,Heritage Weaves,599,51.22
PROD-0251,Xiaomi Smartwatches Essentials,Electronics,Smartwatches,Xiaomi,23530.04,29779.0,Zenith Tech Distribution,26,20.98
PROD-0252,Aashirvaad Breakfast & Dairy Pro,Grocery,Breakfast & Dairy,Aashirvaad,664.02,749.0,Annapurna Fmcg Wholesale,280,11.35
PROD-0253,Allen Solly Kids Wear Essentials,Fashion,Kids Wear,Allen Solly,1837.09,3419.0,Royal Garments Supply,342,46.27
PROD-0254,Voylla Jewelry & Belts Classic,Accessories,Jewelry & Belts,Voylla,1637.47,2749.0,Optima Accessories,208,40.43
PROD-0255,Fortune Cooking Essentials Premium,Grocery,Cooking Essentials,Fortune,70.65,80.0,Farmfresh Agro Supplies,427,11.69
PROD-0256,Domyos Fitness Equipment Max,Sports,Fitness Equipment,Domyos,4684.86,7289.0,Olympus Gear,176,35.73
PROD-0257,Peter England Kids Wear Premium,Fashion,Kids Wear,Peter England,668.35,1199.0,Heritage Weaves,291,44.26
PROD-0258,Zudio Women'S Wear Prime,Fashion,Women'S Wear,Zudio,441.42,909.0,Heritage Weaves,588,51.44
PROD-0259,Aashirvaad Breakfast & Dairy Prime,Grocery,Breakfast & Dairy,Aashirvaad,139.54,159.0,Farmfresh Agro Supplies,503,12.24
PROD-0260,Rupa Publications Fiction Premium,Books,Fiction,Rupa Publications,441.12,699.0,Global Book Importers,378,36.89
PROD-0261,Oneplus Laptops Max,Electronics,Laptops,Oneplus,1237.66,1539.0,Zenith Tech Distribution,448,19.58
PROD-0262,The Derma Co Skincare Pro,Beauty,Skincare,The Derma Co,361.58,789.0,Aura Personal Care,521,54.17
PROD-0263,Boat Cameras Essentials,Electronics,Cameras,Boat,5561.55,7059.0,Apex Electronics Ltd,305,21.21
PROD-0264,Bajaj Storage & Org Prime,Home & Kitchen,Storage & Org,Bajaj,1926.44,3059.0,Sterling Kitchenware,377,37.02
PROD-0265,Peter England Men'S Wear Prime,Fashion,Men'S Wear,Peter England,570.86,1059.0,Heritage Weaves,201,46.09
PROD-0266,Samsung Audio & Headphones Prime,Electronics,Audio & Headphones,Samsung,12681.3,16649.0,Metro Gadget Hub,304,23.83
PROD-0267,Raymond Kids Wear Series 5,Fashion,Kids Wear,Raymond,214.42,559.0,Royal Garments Supply,269,61.64
PROD-0268,Puma Winter Wear Prime,Fashion,Winter Wear,Puma,373.56,679.0,Heritage Weaves,41,44.98
PROD-0269,Yonex Outdoor Gear Ultra,Sports,Outdoor Gear,Yonex,564.57,889.0,Olympus Gear,170,36.49
PROD-0270,Peter England Men'S Wear Classic,Fashion,Men'S Wear,Peter England,375.19,669.0,Vibrant Textiles Corp,589,43.92
PROD-0271,Decathlon Outdoor Gear Classic,Sports,Outdoor Gear,Decathlon,2075.76,2859.0,Fitnation Logistics,178,27.4
PROD-0272,Realme Audio & Headphones Prime,Electronics,Audio & Headphones,Realme,11245.9,14679.0,Apex Electronics Ltd,296,23.39
PROD-0273,W Kids Wear Pro,Fashion,Kids Wear,W,1321.99,2189.0,Vibrant Textiles Corp,529,39.61
PROD-0274,Levi'S Kids Wear Series 5,Fashion,Kids Wear,Levi'S,229.69,519.0,Royal Garments Supply,424,55.74
PROD-0275,W Kids Wear Premium,Fashion,Kids Wear,W,1742.75,3799.0,Vibrant Textiles Corp,57,54.13
PROD-0276,Harpercollins Academic & Test Prep Prime,Books,Academic & Test Prep,Harpercollins,201.85,269.0,National Book Depot,506,24.96
PROD-0277,Skybags Watches Essentials,Accessories,Watches,Skybags,948.79,2589.0,Vanguard Leather Works,84,63.35
PROD-0278,Samsung Smartwatches Max,Electronics,Smartwatches,Samsung,3103.25,3999.0,Metro Gadget Hub,106,22.4
PROD-0279,Oneplus Audio & Headphones Max,Electronics,Audio & Headphones,Oneplus,8624.84,10519.0,Apex Electronics Ltd,269,18.01
PROD-0280,Realme Audio & Headphones Classic,Electronics,Audio & Headphones,Realme,1965.06,2339.0,Metro Gadget Hub,224,15.99
PROD-0281,Dell Accessories Plus,Electronics,Accessories,Dell,11911.74,14079.0,Apex Electronics Ltd,233,15.39
PROD-0282,Raymond Ethnic Wear Elite,Fashion,Ethnic Wear,Raymond,2440.74,4659.0,Vibrant Textiles Corp,206,47.61
PROD-0283,Allen Solly Women'S Wear Elite,Fashion,Women'S Wear,Allen Solly,1220.9,3019.0,Royal Garments Supply,584,59.56
PROD-0284,Oneplus Cameras Elite,Electronics,Cameras,Oneplus,4861.49,6119.0,Zenith Tech Distribution,37,20.55
PROD-0285,Nike Women'S Wear Ultra,Fashion,Women'S Wear,Nike,1321.67,3409.0,Royal Garments Supply,522,61.23
PROD-0286,Wildcraft Watches Premium,Accessories,Watches,Wildcraft,316.07,589.0,Optima Accessories,114,46.34
PROD-0287,Wildcraft Jewelry & Belts Pro,Accessories,Jewelry & Belts,Wildcraft,600.72,1109.0,Vanguard Leather Works,212,45.83
PROD-0288,Cosco Outdoor Gear Premium,Sports,Outdoor Gear,Cosco,591.37,849.0,Action Sports Distribution,441,30.35
PROD-0289,Fortune Cooking Essentials Essentials,Grocery,Cooking Essentials,Fortune,88.34,99.0,Farmfresh Agro Supplies,81,10.77
PROD-0290,Biba Kids Wear Ultra,Fashion,Kids Wear,Biba,1393.28,2259.0,Heritage Weaves,566,38.32
PROD-0291,Prestige Storage & Org Series 5,Home & Kitchen,Storage & Org,Prestige,1424.6,2589.0,Urban Living Goods,17,44.97
PROD-0292,Peter England Ethnic Wear Classic,Fashion,Ethnic Wear,Peter England,2234.27,3809.0,Heritage Weaves,114,41.34
PROD-0293,Mamaearth Makeup Ultra,Beauty,Makeup,Mamaearth,399.96,679.0,Aura Personal Care,438,41.1
PROD-0294,Domyos Racket Sports Plus,Sports,Racket Sports,Domyos,478.12,669.0,Action Sports Distribution,349,28.53
PROD-0295,Biba Kids Wear Prime,Fashion,Kids Wear,Biba,1484.07,2529.0,Royal Garments Supply,286,41.32
PROD-0296,Dell Cameras Series 5,Electronics,Cameras,Dell,682.92,839.0,Metro Gadget Hub,269,18.6
PROD-0297,Spaces Storage & Org Premium,Home & Kitchen,Storage & Org,Spaces,524.15,739.0,Urban Living Goods,577,29.07
PROD-0298,Milton Bedding & Linen Prime,Home & Kitchen,Bedding & Linen,Milton,2497.59,4329.0,Urban Living Goods,595,42.31
PROD-0299,Oxford University Press Self-Help Elite,Books,Self-Help,Oxford University Press,93.81,150.0,Global Book Importers,363,37.46
PROD-0300,Puma Kids Wear Pro,Fashion,Kids Wear,Puma,3408.72,5859.0,Royal Garments Supply,128,41.82
PROD-0301,Philips Cookware Premium,Home & Kitchen,Cookware,Philips,700.11,1079.0,Urban Living Goods,199,35.11
PROD-0302,Oxford University Press Fiction Elite,Books,Fiction,Oxford University Press,440.47,709.0,National Book Depot,267,37.87
PROD-0303,Lakme Fragrances Max,Beauty,Fragrances,Lakme,446.16,749.0,Aura Personal Care,87,40.43
PROD-0304,Titan Jewelry & Belts Pro,Accessories,Jewelry & Belts,Titan,609.43,1509.0,Prism Lifestyle Supply,247,59.61
PROD-0305,W Kids Wear Prime,Fashion,Kids Wear,W,770.84,1949.0,Heritage Weaves,227,60.45
PROD-0306,Sony Smartwatches Prime,Electronics,Smartwatches,Sony,2592.45,3019.0,Apex Electronics Ltd,143,14.13
PROD-0307,Arihant Fiction Ultra,Books,Fiction,Arihant,129.61,169.0,Scholar Press Logistics,350,23.31
PROD-0308,Zudio Footwear Prime,Fashion,Footwear,Zudio,966.61,1789.0,Vibrant Textiles Corp,512,45.97
PROD-0309,Samsung Smartphones Premium,Electronics,Smartphones,Samsung,46168.89,61839.0,Apex Electronics Ltd,323,25.34
PROD-0310,Puma Women'S Wear Premium,Fashion,Women'S Wear,Puma,1520.36,3079.0,Heritage Weaves,271,50.62
PROD-0311,Allen Solly Women'S Wear Prime,Fashion,Women'S Wear,Allen Solly,496.18,959.0,Royal Garments Supply,399,48.26
PROD-0312,Puma Winter Wear Series 5,Fashion,Winter Wear,Puma,444.5,1029.0,Heritage Weaves,460,56.8
PROD-0313,Bombay Dyeing Bedding & Linen Pro,Home & Kitchen,Bedding & Linen,Bombay Dyeing,1929.79,2829.0,Sterling Kitchenware,349,31.79
PROD-0314,Milton Bedding & Linen Pro,Home & Kitchen,Bedding & Linen,Milton,595.66,969.0,Homecraft Distributors,333,38.53
PROD-0315,Yonex Outdoor Gear Essentials,Sports,Outdoor Gear,Yonex,3469.81,5109.0,Fitnation Logistics,468,32.08
PROD-0316,Puma Sports Outdoor Gear Premium,Sports,Outdoor Gear,Puma Sports,6035.58,9659.0,Action Sports Distribution,476,37.51
PROD-0317,Sony Audio & Headphones Plus,Electronics,Audio & Headphones,Sony,15159.43,17519.0,Apex Electronics Ltd,533,13.47
PROD-0318,Tata Sampann Breakfast & Dairy Classic,Grocery,Breakfast & Dairy,Tata Sampann,272.36,319.0,Farmfresh Agro Supplies,263,14.62
PROD-0319,Noise Audio & Headphones Prime,Electronics,Audio & Headphones,Noise,3397.76,4509.0,Zenith Tech Distribution,148,24.64
PROD-0320,Apple Accessories Elite,Electronics,Accessories,Apple,5171.75,6899.0,Zenith Tech Distribution,311,25.04
PROD-0321,Fabindia Men'S Wear Elite,Fashion,Men'S Wear,Fabindia,715.5,1449.0,Royal Garments Supply,370,50.62
PROD-0322,Prestige Small Appliances Prime,Home & Kitchen,Small Appliances,Prestige,429.06,599.0,Homecraft Distributors,179,28.37
PROD-0323,Mamaearth Haircare Classic,Beauty,Haircare,Mamaearth,1649.08,2789.0,Pureglow Cosmetics,316,40.87
PROD-0324,Peter England Women'S Wear Essentials,Fashion,Women'S Wear,Peter England,539.12,1249.0,Royal Garments Supply,500,56.84
PROD-0325,Raymond Footwear Elite,Fashion,Footwear,Raymond,2838.54,4469.0,Vibrant Textiles Corp,83,36.48
PROD-0326,Titan Jewelry & Belts Max,Accessories,Jewelry & Belts,Titan,643.67,1549.0,Optima Accessories,196,58.45
PROD-0327,Fabindia Footwear Elite,Fashion,Footwear,Fabindia,2110.94,3489.0,Vibrant Textiles Corp,530,39.5
PROD-0328,Xiaomi Audio & Headphones Prime,Electronics,Audio & Headphones,Xiaomi,3664.77,4819.0,Metro Gadget Hub,76,23.95
PROD-0329,Domyos Fitness Equipment Pro,Sports,Fitness Equipment,Domyos,1283.22,2019.0,Olympus Gear,125,36.44
PROD-0330,Realme Smartwatches Prime,Electronics,Smartwatches,Realme,28005.49,36379.0,Metro Gadget Hub,507,23.02
PROD-0331,Nykaa Fragrances Max,Beauty,Fragrances,Nykaa,272.93,759.0,Pureglow Cosmetics,192,64.04
PROD-0332,Haldiram'S Breakfast & Dairy Pro,Grocery,Breakfast & Dairy,Haldiram'S,409.73,479.0,Farmfresh Agro Supplies,294,14.46
PROD-0333,Nykaa Fragrances Prime,Beauty,Fragrances,Nykaa,533.58,1039.0,Divine Botanicals,284,48.64
PROD-0334,Raymond Women'S Wear Classic,Fashion,Women'S Wear,Raymond,677.72,1369.0,Vibrant Textiles Corp,128,50.5
PROD-0335,Prestige Small Appliances Series 5,Home & Kitchen,Small Appliances,Prestige,459.36,809.0,Homecraft Distributors,272,43.22
PROD-0336,Bombay Dyeing Small Appliances Plus,Home & Kitchen,Small Appliances,Bombay Dyeing,277.28,429.0,Sterling Kitchenware,455,35.37
PROD-0337,Catch Organic Foods Pro,Grocery,Organic Foods,Catch,584.76,679.0,Bharat Foodworks,487,13.88
PROD-0338,Haldiram'S Breakfast & Dairy Classic,Grocery,Breakfast & Dairy,Haldiram'S,62.77,80.0,Bharat Foodworks,392,21.54
PROD-0339,W Footwear Ultra,Fashion,Footwear,W,271.23,509.0,Vibrant Textiles Corp,145,46.71
PROD-0340,W Men'S Wear Plus,Fashion,Men'S Wear,W,830.17,1909.0,Heritage Weaves,530,56.51
PROD-0341,Rupa Publications Self-Help Ultra,Books,Self-Help,Rupa Publications,248.22,349.0,National Book Depot,63,28.88
PROD-0342,Dell Smartphones Ultra,Electronics,Smartphones,Dell,781.54,989.0,Zenith Tech Distribution,391,20.98
PROD-0343,Hp Audio & Headphones Classic,Electronics,Audio & Headphones,Hp,18020.61,22399.0,Zenith Tech Distribution,216,19.55
PROD-0344,Oneplus Smartphones Plus,Electronics,Smartphones,Oneplus,7919.25,9269.0,Apex Electronics Ltd,172,14.56
PROD-0345,Milton Bedding & Linen Premium,Home & Kitchen,Bedding & Linen,Milton,2811.09,4479.0,Urban Living Goods,518,37.24
PROD-0346,Realme Accessories Max,Electronics,Accessories,Realme,18271.59,21399.0,Metro Gadget Hub,476,14.61
PROD-0347,Domyos Cycling Plus,Sports,Cycling,Domyos,1159.62,1759.0,Fitnation Logistics,263,34.08
PROD-0348,Oxford University Press Self-Help Classic,Books,Self-Help,Oxford University Press,502.8,649.0,Scholar Press Logistics,516,22.53
PROD-0349,Allen Solly Women'S Wear Series 5,Fashion,Women'S Wear,Allen Solly,2805.33,4349.0,Vibrant Textiles Corp,566,35.49
PROD-0350,Philips Bedding & Linen Essentials,Home & Kitchen,Bedding & Linen,Philips,2125.8,3569.0,Homecraft Distributors,377,40.44
PROD-0351,Kiprun Fitness Equipment Pro,Sports,Fitness Equipment,Kiprun,2665.94,4359.0,Olympus Gear,83,38.84
PROD-0352,Jaico Children'S Books Pro,Books,Children'S Books,Jaico,407.18,569.0,Global Book Importers,276,28.44
PROD-0353,Bajaj Home Decor Prime,Home & Kitchen,Home Decor,Bajaj,1873.36,3439.0,Homecraft Distributors,250,45.53
PROD-0354,W Footwear Classic,Fashion,Footwear,W,466.08,1169.0,Heritage Weaves,288,60.13
PROD-0355,Maybelline Men'S Grooming Plus,Beauty,Men'S Grooming,Maybelline,145.02,329.0,Aura Personal Care,327,55.92
PROD-0356,Titan Bags & Backpacks Max,Accessories,Bags & Backpacks,Titan,1431.37,3659.0,Vanguard Leather Works,542,60.88
PROD-0357,Raymond Men'S Wear Essentials,Fashion,Men'S Wear,Raymond,2239.94,4409.0,Royal Garments Supply,532,49.2
PROD-0358,Fortune Organic Foods Elite,Grocery,Organic Foods,Fortune,150.84,169.0,Farmfresh Agro Supplies,191,10.75
PROD-0359,Milton Home Decor Elite,Home & Kitchen,Home Decor,Milton,478.29,829.0,Sterling Kitchenware,282,42.31
PROD-0360,American Tourister Eyewear Series 5,Accessories,Eyewear,American Tourister,833.08,2369.0,Optima Accessories,230,64.83
PROD-0361,Cello Storage & Org Max,Home & Kitchen,Storage & Org,Cello,2260.15,4099.0,Urban Living Goods,501,44.86
PROD-0362,Puma Sports Racket Sports Essentials,Sports,Racket Sports,Puma Sports,1217.79,1949.0,Action Sports Distribution,580,37.52
PROD-0363,Decathlon Fitness Equipment Elite,Sports,Fitness Equipment,Decathlon,446.36,759.0,Olympus Gear,261,41.19
PROD-0364,Titan Travel Gear Series 5,Accessories,Travel Gear,Titan,459.82,1139.0,Optima Accessories,482,59.63
PROD-0365,Puma Sports Racket Sports Ultra,Sports,Racket Sports,Puma Sports,2209.35,3449.0,Olympus Gear,566,35.94
PROD-0366,Catch Cooking Essentials Series 5,Grocery,Cooking Essentials,Catch,222.27,249.0,Bharat Foodworks,541,10.73
PROD-0367,Oxford University Press Non-Fiction Pro,Books,Non-Fiction,Oxford University Press,392.27,609.0,Scholar Press Logistics,328,35.59
PROD-0368,Hp Audio & Headphones Classic,Electronics,Audio & Headphones,Hp,688.5,919.0,Metro Gadget Hub,505,25.08
PROD-0369,Noise Smartphones Classic,Electronics,Smartphones,Noise,24165.35,31599.0,Zenith Tech Distribution,274,23.52
PROD-0370,Nivia Cycling Max,Sports,Cycling,Nivia,301.48,489.0,Action Sports Distribution,568,38.35
PROD-0371,Amul Cooking Essentials Ultra,Grocery,Cooking Essentials,Amul,203.24,239.0,Annapurna Fmcg Wholesale,150,14.96
PROD-0372,Bajaj Small Appliances Essentials,Home & Kitchen,Small Appliances,Bajaj,248.59,459.0,Urban Living Goods,181,45.84
PROD-0373,Harpercollins Children'S Books Premium,Books,Children'S Books,Harpercollins,816.09,1189.0,Global Book Importers,120,31.36
PROD-0374,Decathlon Sports Apparel Series 5,Sports,Sports Apparel,Decathlon,387.77,629.0,Olympus Gear,526,38.35
PROD-0375,Biotique Skincare Premium,Beauty,Skincare,Biotique,1044.22,2639.0,Pureglow Cosmetics,230,60.43
PROD-0376,Tata Sampann Snacks & Beverages Premium,Grocery,Snacks & Beverages,Tata Sampann,779.05,979.0,Bharat Foodworks,585,20.42
PROD-0377,Apple Laptops Max,Electronics,Laptops,Apple,29627.1,37269.0,Apex Electronics Ltd,60,20.5
PROD-0378,Allen Solly Men'S Wear Plus,Fashion,Men'S Wear,Allen Solly,265.74,569.0,Vibrant Textiles Corp,194,53.3
PROD-0379,Allen Solly Men'S Wear Series 5,Fashion,Men'S Wear,Allen Solly,745.03,1599.0,Vibrant Textiles Corp,410,53.41
PROD-0380,Catch Cooking Essentials Max,Grocery,Cooking Essentials,Catch,726.65,859.0,Farmfresh Agro Supplies,61,15.41
PROD-0381,W Men'S Wear Premium,Fashion,Men'S Wear,W,499.45,909.0,Heritage Weaves,586,45.06
PROD-0382,Hp Accessories Prime,Electronics,Accessories,Hp,52600.28,65779.0,Metro Gadget Hub,139,20.03
PROD-0383,Xiaomi Smartphones Ultra,Electronics,Smartphones,Xiaomi,3188.75,3969.0,Apex Electronics Ltd,208,19.66
PROD-0384,Spaces Home Decor Ultra,Home & Kitchen,Home Decor,Spaces,206.1,389.0,Homecraft Distributors,78,47.02
PROD-0385,Levi'S Winter Wear Ultra,Fashion,Winter Wear,Levi'S,326.64,519.0,Heritage Weaves,341,37.06
PROD-0386,Mamaearth Haircare Series 5,Beauty,Haircare,Mamaearth,182.01,299.0,Divine Botanicals,63,39.13
PROD-0387,Puma Ethnic Wear Series 5,Fashion,Ethnic Wear,Puma,1455.92,2349.0,Royal Garments Supply,156,38.02
PROD-0388,Nike Women'S Wear Prime,Fashion,Women'S Wear,Nike,855.19,1409.0,Royal Garments Supply,338,39.31
PROD-0389,Prestige Cookware Plus,Home & Kitchen,Cookware,Prestige,326.21,459.0,Homecraft Distributors,32,28.93
PROD-0390,Spaces Bedding & Linen Pro,Home & Kitchen,Bedding & Linen,Spaces,539.01,769.0,Homecraft Distributors,393,29.91
PROD-0391,Cello Home Decor Premium,Home & Kitchen,Home Decor,Cello,3726.47,6479.0,Urban Living Goods,403,42.48
PROD-0392,Penguin Academic & Test Prep Pro,Books,Academic & Test Prep,Penguin,573.8,919.0,National Book Depot,62,37.56
PROD-0393,Yonex Cycling Prime,Sports,Cycling,Yonex,1914.99,2829.0,Olympus Gear,447,32.31
PROD-0394,Oneplus Audio & Headphones Pro,Electronics,Audio & Headphones,Oneplus,13391.24,18079.0,Apex Electronics Ltd,417,25.93
PROD-0395,Milton Home Decor Max,Home & Kitchen,Home Decor,Milton,2185.23,3519.0,Homecraft Distributors,245,37.9
PROD-0396,Prestige Home Decor Series 5,Home & Kitchen,Home Decor,Prestige,804.18,1299.0,Sterling Kitchenware,346,38.09
PROD-0397,Raymond Men'S Wear Premium,Fashion,Men'S Wear,Raymond,1328.35,3209.0,Heritage Weaves,290,58.61
PROD-0398,Dabur Breakfast & Dairy Series 5,Grocery,Breakfast & Dairy,Dabur,94.31,119.0,Annapurna Fmcg Wholesale,30,20.75
PROD-0399,W Footwear Prime,Fashion,Footwear,W,489.62,1079.0,Vibrant Textiles Corp,444,54.62
PROD-0400,Levi'S Kids Wear Series 5,Fashion,Kids Wear,Levi'S,312.45,569.0,Royal Garments Supply,159,45.09
PROD-0401,Puma Sports Cycling Premium,Sports,Cycling,Puma Sports,623.46,999.0,Olympus Gear,593,37.59
PROD-0402,Biotique Men'S Grooming Prime,Beauty,Men'S Grooming,Biotique,615.4,1629.0,Pureglow Cosmetics,485,62.22
PROD-0403,Bajaj Cookware Prime,Home & Kitchen,Cookware,Bajaj,393.07,599.0,Urban Living Goods,586,34.38
PROD-0404,Hawkins Storage & Org Series 5,Home & Kitchen,Storage & Org,Hawkins,2445.53,3409.0,Sterling Kitchenware,511,28.26
PROD-0405,Fabindia Kids Wear Pro,Fashion,Kids Wear,Fabindia,1626.5,3469.0,Royal Garments Supply,394,53.11
PROD-0406,Yonex Racket Sports Elite,Sports,Racket Sports,Yonex,3553.59,5989.0,Action Sports Distribution,479,40.66
PROD-0407,Forest Essentials Skincare Pro,Beauty,Skincare,Forest Essentials,247.75,699.0,Aura Personal Care,257,64.56
PROD-0408,Prestige Small Appliances Classic,Home & Kitchen,Small Appliances,Prestige,442.5,669.0,Homecraft Distributors,456,33.86
PROD-0409,Yonex Outdoor Gear Series 5,Sports,Outdoor Gear,Yonex,6491.87,9089.0,Olympus Gear,587,28.57
PROD-0410,Dell Laptops Ultra,Electronics,Laptops,Dell,32930.76,43799.0,Apex Electronics Ltd,95,24.81
PROD-0411,Allen Solly Kids Wear Elite,Fashion,Kids Wear,Allen Solly,603.37,1279.0,Heritage Weaves,157,52.82
PROD-0412,Peter England Men'S Wear Elite,Fashion,Men'S Wear,Peter England,2743.99,4419.0,Royal Garments Supply,537,37.9
PROD-0413,Oneplus Audio & Headphones Essentials,Electronics,Audio & Headphones,Oneplus,1729.45,2059.0,Zenith Tech Distribution,482,16.01
PROD-0414,Oneplus Audio & Headphones Classic,Electronics,Audio & Headphones,Oneplus,835.38,1079.0,Metro Gadget Hub,514,22.58
PROD-0415,Dell Audio & Headphones Classic,Electronics,Audio & Headphones,Dell,42036.25,50739.0,Metro Gadget Hub,91,17.15
PROD-0416,Nykaa Skincare Max,Beauty,Skincare,Nykaa,210.39,379.0,Aura Personal Care,427,44.49
PROD-0417,Biotique Haircare Classic,Beauty,Haircare,Biotique,407.91,989.0,Aura Personal Care,181,58.76
PROD-0418,Puma Sports Sports Apparel Elite,Sports,Sports Apparel,Puma Sports,2349.56,3559.0,Fitnation Logistics,539,33.98
PROD-0419,Fortune Breakfast & Dairy Pro,Grocery,Breakfast & Dairy,Fortune,350.75,449.0,Farmfresh Agro Supplies,285,21.88
PROD-0420,Rupa Publications Self-Help Max,Books,Self-Help,Rupa Publications,115.86,159.0,Global Book Importers,581,27.13
PROD-0421,L'Oreal Makeup Essentials,Beauty,Makeup,L'Oreal,739.64,1569.0,Aura Personal Care,61,52.86
PROD-0422,Yonex Outdoor Gear Classic,Sports,Outdoor Gear,Yonex,605.52,849.0,Olympus Gear,17,28.68
PROD-0423,Apple Cameras Elite,Electronics,Cameras,Apple,8469.89,10809.0,Apex Electronics Ltd,523,21.64
PROD-0424,Zudio Men'S Wear Pro,Fashion,Men'S Wear,Zudio,1455.62,2289.0,Vibrant Textiles Corp,79,36.41
PROD-0425,Dell Accessories Elite,Electronics,Accessories,Dell,16038.36,19359.0,Apex Electronics Ltd,434,17.15
PROD-0426,Lakme Makeup Classic,Beauty,Makeup,Lakme,841.56,2159.0,Aura Personal Care,231,61.02
PROD-0427,Noise Laptops Classic,Electronics,Laptops,Noise,5657.6,7279.0,Zenith Tech Distribution,530,22.28
